_id,SourceID,name,unit,value,name,unit,value,name,unit,value,updateDateTime,latitude,longitude
577302731f9b1d04060a3c02,EnvironmentalSensor_S2,NO2,ppm,0.0945,PM10,ug/m3,3.7666015,PM2.5,ug/m3,3.65625,"Jun 29, 2016 1:04:19 AM",64.7513,20.95505
577303d91f9b1d04060a3c04,EnvironmentalSensor_S2,NO2,ppm,0.0844,PM10,ug/m3,5.477539,PM2.5,ug/m3,5.4179687,"Jun 29, 2016 1:10:17 AM",64.7513,20.95505
57738bac1f9b1d04060a3c18,EnvironmentalSensor_S2,NO2,ppm,0.3445,PM10,ug/m3,74.5820312,PM2.5,ug/m3,1.7539062,"Jun 29, 2016 10:49:48 AM",64.7513,20.95505
5773a0bb1f9b1d04060a3c26,EnvironmentalSensor_S2,NO2,ppm,NaN,PM10,ug/m3,156.0517577,PM2.5,ug/m3,149.5263671,"Jun 29, 2016 12:19:39 PM",64.7513,20.95505
5773bd211f9b1d04060a3c38,EnvironmentalSensor_S2,NO2,ppm,0.5472,PM10,ug/m3,7.4326171,PM2.5,ug/m3,2.2226562,"Jun 29, 2016 2:20:49 PM",64.7513,20.95505
5773be881f9b1d04060a3c40,EnvironmentalSensor_S2,NO2,ppm,0.5101,PM10,ug/m3,1.9228515,PM2.5,ug/m3,1.9208983,"Jun 29, 2016 2:26:48 PM",64.7513,20.95505
5773bfe91f9b1d04060a3c44,EnvironmentalSensor_S2,NO2,ppm,0.5371,PM10,ug/m3,2.9208983,PM2.5,ug/m3,2.9208983,"Jun 29, 2016 2:32:41 PM",64.7513,20.95505
5773c1481f9b1d04060a3c4a,EnvironmentalSensor_S2,NO2,ppm,0.2128,PM10,ug/m3,3.1074218,PM2.5,ug/m3,2.9882812,"Jun 29, 2016 2:38:32 PM",64.7513,20.95505
5773c2af1f9b1d04060a3c56,EnvironmentalSensor_S2,NO2,ppm,0.4459,PM10,ug/m3,387.3896483,PM2.5,ug/m3,4.1083983,"Jun 29, 2016 2:44:31 PM",64.7513,20.95505
5773c4171f9b1d04060a3c5a,EnvironmentalSensor_S2,NO2,ppm,0.4932,PM10,ug/m3,2.5058593,PM2.5,ug/m3,1.9824218,"Jun 29, 2016 2:50:31 PM",64.7513,20.95505
5773c57e1f9b1d04060a3c64,EnvironmentalSensor_S2,NO2,ppm,0.4662,PM10,ug/m3,1.6708983,PM2.5,ug/m3,1.6708983,"Jun 29, 2016 2:56:30 PM",64.7513,20.95505
5773c6e31f9b1d04060a3c66,EnvironmentalSensor_S2,NO2,ppm,0.4594,PM10,ug/m3,2.9394531,PM2.5,ug/m3,2.8642577,"Jun 29, 2016 3:02:27 PM",64.7513,20.95505
5773c8491f9b1d04060a3c68,EnvironmentalSensor_S2,NO2,ppm,0.4527,PM10,ug/m3,3.3017577,PM2.5,ug/m3,3.3017577,"Jun 29, 2016 3:08:25 PM",64.7513,20.95505
5773c9b41f9b1d04060a3c6a,EnvironmentalSensor_S2,NO2,ppm,0.4256,PM10,ug/m3,95.4033202,PM2.5,ug/m3,3.640625,"Jun 29, 2016 3:14:28 PM",64.7513,20.95505
5773cb1a1f9b1d04060a3c6c,EnvironmentalSensor_S2,NO2,ppm,0.4054,PM10,ug/m3,1.6240233,PM2.5,ug/m3,1.6162108,"Jun 29, 2016 3:20:26 PM",64.7513,20.95505
5773cc811f9b1d04060a3c6e,EnvironmentalSensor_S2,NO2,ppm,0.3175,PM10,ug/m3,5.0136718,PM2.5,ug/m3,2.9707031,"Jun 29, 2016 3:26:25 PM",64.7513,20.95505
5773cde11f9b1d04060a3c70,EnvironmentalSensor_S2,NO2,ppm,0.3614,PM10,ug/m3,0.9658202,PM2.5,ug/m3,0.9658202,"Jun 29, 2016 3:32:17 PM",64.7513,20.95505
5773cf401f9b1d04060a3c72,EnvironmentalSensor_S2,NO2,ppm,0.5371,PM10,ug/m3,2.1552733,PM2.5,ug/m3,2.1474608,"Jun 29, 2016 3:38:08 PM",64.7513,20.95505
5773d0a71f9b1d04060a3c74,EnvironmentalSensor_S2,NO2,ppm,0.3918,PM10,ug/m3,2.2939452,PM2.5,ug/m3,2.2822265,"Jun 29, 2016 3:44:07 PM",64.7513,20.95505
5773d2061f9b1d04060a3c76,EnvironmentalSensor_S2,NO2,ppm,0.4898,PM10,ug/m3,1.430664,PM2.5,ug/m3,1.4072265,"Jun 29, 2016 3:49:58 PM",64.7513,20.95505
5773d3661f9b1d04060a3c78,EnvironmentalSensor_S2,NO2,ppm,0.5101,PM10,ug/m3,0.7089843,PM2.5,ug/m3,0.7089843,"Jun 29, 2016 3:55:50 PM",64.7513,20.95505
5773d4cc1f9b1d04060a3c7a,EnvironmentalSensor_S2,NO2,ppm,0.3716,PM10,ug/m3,2.3476562,PM2.5,ug/m3,0.7626952,"Jun 29, 2016 4:01:48 PM",64.7513,20.95505
5773d6321f9b1d04060a3c7e,EnvironmentalSensor_S2,NO2,ppm,0.3885,PM10,ug/m3,1.734375,PM2.5,ug/m3,1.7314452,"Jun 29, 2016 4:07:46 PM",64.7513,20.95505
5773d7901f9b1d04060a3c80,EnvironmentalSensor_S2,NO2,ppm,0.4155,PM10,ug/m3,0.8964843,PM2.5,ug/m3,0.8964843,"Jun 29, 2016 4:13:36 PM",64.7513,20.95505
5773d8f61f9b1d04060a3c82,EnvironmentalSensor_S2,NO2,ppm,0.3952,PM10,ug/m3,26.2167968,PM2.5,ug/m3,1.328125,"Jun 29, 2016 4:19:34 PM",64.7513,20.95505
